gene1.1	gene1_v1.1
gene_c4_10290V3.1	gene_c4_10290V1.1
gene_c4_10300V3.1	gene_c4_10300V1.1
gene_c4_10311V3.1	
gene_c4_10340V3.1	gene_c4_10340V1.1
gene_c4_10360V3.1	gene_c4_10360V1.1
gene_c4_10380V3.1	gene_c4_10380V1.1
gene_c4_1040V3.1	gene_c4_1040V1.1
gene_c4_10480V3.1	gene_c4_10480V1.1
gene_c4_10497V3.1	
gene_c4_10510V3.1	gene_c4_10510V1.1
gene_c4_10520V3.1	gene_c4_10520V1.1
gene_c4_10530V3.1	gene_c4_10530V1.1
gene_c4_10610V3.1	gene_c4_10610V1.1
gene_c4_10620V3.1	gene_c4_10620V1.1
gene_c4_10630V3.1	
gene_c4_10640V3.1	gene_c4_10640V1.1
gene_c4_10660V3.1	gene_c4_10660V1.1
gene_c4_10670V3.1	gene_c4_10670V1.1
gene_c4_10695V3.1	
gene_c4_1070V3.1	gene_c4_1070V1.1
gene_c4_10730V3.1	gene_c4_10730V1.1
gene_c4_10740V3.1	gene_c4_10740V1.1
gene_c4_10760V3.1	gene_c4_10760V1.1
gene_c4_10761V3.1	
gene_c4_10762V3.1	
gene_c4_10770V3.1	gene_c4_10770V1.1
gene_c4_10780V3.1	gene_c4_10780V1.1
gene_c4_10810V3.1	gene_c4_10810V1.1
gene_c4_10820V3.1	gene_c4_10820V1.1
gene_c4_10830V3.1	gene_c4_10830V1.1
gene_c4_10850V3.1	gene_c4_10850V1.1
gene_c4_10880V3.1	gene_c4_10880V1.1
gene_c4_10900V3.1	gene_c4_10900V1.1
gene_c4_10940V3.1	gene_c4_10940V1.1
gene_c4_10970V3.1	gene_c4_10970V1.1
gene_c4_10V3.1	gene_c4_10V1.1
gene_c4_11030V3.1	gene_c4_11030V1.1
gene_c4_11050V3.1	gene_c4_11050V1.1
gene_c4_11080V3.1	gene_c4_11080V1.1
gene_c4_11110V3.1	gene_c4_11110V1.1
gene_c4_11130V3.1	gene_c4_11130V1.1
gene_c4_11150V3.1	gene_c4_11150V1.1
gene_c4_11160V3.1	gene_c4_11160V1.1
gene_c4_11180V3.1	gene_c4_11180V1.1
gene_c4_11200V3.1	gene_c4_11200V1.1
gene_c4_1120V3.1	gene_c4_1120V1.1
gene_c4_11210V3.1	gene_c4_11210V1.1
gene_c4_11220V3.1	gene_c4_11220V1.1
gene_c4_11240V3.1	gene_c4_11240V1.1
gene_c4_11250V3.1	gene_c4_11250V1.1
gene_c4_11270V3.1	gene_c4_11270V1.1
gene_c4_11280V3.1	gene_c4_11280V1.1
gene_c4_11290V3.1	gene_c4_11290V1.1
gene_c4_11300V3.1	gene_c4_11300V1.1
gene_c4_11330V3.1	gene_c4_11330V1.1
gene_c4_11340V3.1	gene_c4_11340V1.1
gene_c4_11360V3.1	gene_c4_11360V1.1
gene_c4_11370V3.1	gene_c4_11370V1.1
gene_c4_11390V3.1	
gene_c4_11391V3.1	
gene_c4_11400V3.1	
gene_c4_11430V3.1	gene_c4_11430V1.1
gene_c4_11440V3.1	gene_c4_11440V1.1
gene_c4_11450V3.1	gene_c4_11450V1.1
gene_c4_11460V3.1	gene_c4_11460V1.1
gene_c4_11480V3.1	
gene_c4_11490V3.1	gene_c4_11490V1.1
gene_c4_11507V3.1	
gene_c4_11520V3.1	
gene_c4_11540V3.1	gene_c4_11540V1.1
gene_c4_11550V3.1	gene_c4_11550V1.1
gene_c4_11590V3.1	gene_c4_11590V1.1
gene_c4_1160V3.1	gene_c4_1160V1.1
gene_c4_11630V3.1	gene_c4_11630V1.1
gene_c4_11670V3.1	gene_c4_11670V1.1
gene_c4_11691V3.1	
gene_c4_11700V3.1	gene_c4_11700V1.1
gene_c4_1170V3.1	gene_c4_1170V1.1
gene_c4_11750V3.1	gene_c4_11750V1.1
gene_c4_11760V3.1	gene_c4_11760V1.1
gene_c4_11770V3.1	
gene_c4_11800V3.1	gene_c4_11800V1.1
gene_c4_1180V3.1	gene_c4_1180V1.1
gene_c4_11810V3.1	gene_c4_11810V1.1
gene_c4_11830V3.1	gene_c4_11830V1.1
gene_c4_11850V3.1	gene_c4_11850V1.1
gene_c4_11854V3.1	
gene_c4_11860V3.1	gene_c4_11860V1.1
gene_c4_11900V3.1	gene_c4_11900V1.1
gene_c4_1190V3.1	gene_c4_1190V1.1
gene_c4_11910V3.1	
gene_c4_11930V3.1	gene_c4_11930V1.1
gene_c4_11980V3.1	gene_c4_11980V1.1
gene_c4_12000V3.1	gene_c4_12000V1.1
gene_c4_1200V3.1	gene_c4_1200V1.1
gene_c4_12010V3.1	gene_c4_12010V1.1
gene_c4_12019V3.1	
gene_c4_12030V3.1	gene_c4_12030V1.1
gene_c4_12050V3.1	gene_c4_12050V1.1
gene_c4_12090V3.1	gene_c4_12090V1.1
gene_c4_12100V3.1	gene_c4_12100V1.1
gene_c4_12110V3.1	gene_c4_12110V1.1
gene_c4_12119V3.1	
gene_c4_12130V3.1	gene_c4_12130V1.1
gene_c4_12150V3.1	gene_c4_12150V1.1
gene_c4_12160V3.1	gene_c4_12160V1.1
gene_c4_12190V3.1	gene_c4_12190V1.1
gene_c4_12200V3.1	gene_c4_12200V1.1
gene_c4_1220V3.1	gene_c4_1220V1.1
gene_c4_12210V3.1	gene_c4_12210V1.1
gene_c4_12219V3.1	
gene_c4_12220V3.1	gene_c4_12220V1.1
gene_c4_12290V3.1	gene_c4_12290V1.1
gene_c4_12300V3.1	
gene_c4_12310V3.1	gene_c4_12310V1.1
gene_c4_12320V3.1	gene_c4_12320V1.1
gene_c4_12350V3.1	gene_c4_12350V1.1
gene_c4_12360V3.1	gene_c4_12360V1.1
gene_c4_12380V3.1	
gene_c4_12390V3.1	gene_c4_12390V1.1
gene_c4_1240V3.1	gene_c4_1240V1.1
gene_c4_12410V3.1	gene_c4_12410V1.1
gene_c4_12430V3.1	gene_c4_12430V1.1
gene_c4_12460V3.1	gene_c4_12460V1.1
gene_c4_12510V3.1	gene_c4_12510V1.1
gene_c4_12540V3.1	
gene_c4_12546V3.1	
gene_c4_12550V3.1	gene_c4_12550V1.1
gene_c4_12570V3.1	gene_c4_12570V1.1
gene_c4_12590V3.1	gene_c4_12590V1.1
gene_c4_12600V3.1	gene_c4_12600V1.1
gene_c4_1260V3.1	gene_c4_1260V1.1
gene_c4_1261V3.1	
gene_c4_12650V3.1	gene_c4_12650V1.1
gene_c4_12660V3.1	gene_c4_12660V1.1
gene_c4_12680V3.1	gene_c4_12680V1.1
gene_c4_12690V3.1	gene_c4_12690V1.1
gene_c4_1270V3.1	gene_c4_1270V1.1
gene_c4_12720V3.1	gene_c4_12720V1.1
gene_c4_12741V3.1	
gene_c4_12750V3.1	gene_c4_12750V1.1
gene_c4_12770V3.1	gene_c4_12770V1.1
gene_c4_12780V3.1	gene_c4_12780V1.1
gene_c4_1280V3.1	gene_c4_1280V1.1
gene_c4_12820V3.1	gene_c4_12820V1.1
gene_c4_12830V3.1	gene_c4_12830V1.1
gene_c4_12860V3.1	
gene_c4_12870V3.1	gene_c4_12870V1.1
gene_c4_1290V3.1	
gene_c4_12910V3.1	gene_c4_12910V1.1
gene_c4_12970V3.1	gene_c4_12970V1.1
gene_c4_12993V3.1	
gene_c4_13000V3.1	gene_c4_13000V1.1
gene_c4_1300V3.1	gene_c4_1300V1.1
gene_c4_13010V3.1	gene_c4_13010V1.1
gene_c4_13040V3.1	gene_c4_13040V1.1
gene_c4_13060V3.1	gene_c4_13060V1.1
gene_c4_13110V3.1	gene_c4_13110V1.1
gene_c4_13114V3.1	
gene_c4_13140V3.1	gene_c4_13140V1.1
gene_c4_13150V3.1	gene_c4_13150V1.1
gene_c4_13160V3.1	gene_c4_13160V1.1
gene_c4_13180V3.1	
gene_c4_1320V3.1	gene_c4_1320V1.1
gene_c4_13230V3.1	gene_c4_13230V1.1
gene_c4_13250V3.1	gene_c4_13250V1.1
gene_c4_13260V3.1	gene_c4_13260V1.1
gene_c4_13280V3.1	gene_c4_13280V1.1
gene_c4_13300V3.1	gene_c4_13300V1.1
gene_c4_13304V3.1	
gene_c4_13320V3.1	
gene_c4_13330V3.1	
gene_c4_13340V3.1	gene_c4_13340V1.1
gene_c4_13350V3.1	gene_c4_13350V1.1
gene_c4_13370V3.1	gene_c4_13370V1.1
gene_c4_13380V3.1	gene_c4_13380V1.1
gene_c4_13389V3.1	
gene_c4_13390V3.1	gene_c4_13390V1.1
gene_c4_13400V3.1	gene_c4_13400V1.1
gene_c4_13414V3.1	
gene_c4_13420V3.1	gene_c4_13420V1.1
gene_c4_13470V3.1	gene_c4_13470V1.1
gene_c4_13490V3.1	gene_c4_13490V1.1
gene_c4_1350V3.1	gene_c4_1350V1.1
gene_c4_13570V3.1	gene_c4_13570V1.1
gene_c4_13580V3.1	gene_c4_13580V1.1
gene_c4_13590V3.1	gene_c4_13590V1.1
gene_c4_1360V3.1	gene_c4_1360V1.1
gene_c4_13610V3.1	gene_c4_13610V1.1
gene_c4_13630V3.1	gene_c4_13630V1.1
gene_c4_13660V3.1	gene_c4_13660V1.1
gene_c4_13680V3.1	gene_c4_13680V1.1
gene_c4_13690V3.1	gene_c4_13690V1.1
gene_c4_13700V3.1	gene_c4_13700V1.1
gene_c4_13790V3.1	gene_c4_13790V1.1
gene_c4_13810V3.1	gene_c4_13810V1.1
gene_c4_13840V3.1	gene_c4_13840V1.1
gene_c4_13850V3.1	gene_c4_13850V1.1
gene_c4_13890V3.1	
gene_c4_13910V3.1	gene_c4_13910V1.1
gene_c4_13920V3.1	gene_c4_13920V1.1
gene_c4_13960V3.1	gene_c4_13960V1.1
gene_c4_13970V3.1	gene_c4_13970V1.1
gene_c4_13980V3.1	gene_c4_13980V1.1
gene_c4_13990V3.1	gene_c4_13990V1.1
gene_c4_14000V3.1	gene_c4_14000V1.1
gene_c4_14040V3.1	gene_c4_14040V1.1
gene_c4_14043V3.1	
gene_c4_14060V3.1	gene_c4_14060V1.1
gene_c4_14090V3.1	gene_c4_14090V1.1
gene_c4_140V3.1	gene_c4_140V1.1
gene_c4_14140V3.1	gene_c4_14140V1.1
gene_c4_14160V3.1	gene_c4_14160V1.1
gene_c4_14180V3.1	gene_c4_14180V1.1
gene_c4_14200V3.1	gene_c4_14200V1.1
gene_c4_14220V3.1	gene_c4_14220V1.1
gene_c4_14240V3.1	gene_c4_14240V1.1
gene_c4_14260V3.1	gene_c4_14260V1.1
gene_c4_14270V3.1	gene_c4_14270V1.1
gene_c4_14280V3.1	gene_c4_14280V1.1
gene_c4_14290V3.1	gene_c4_14290V1.1
gene_c4_14320V3.1	gene_c4_14320V1.1
gene_c4_14360V3.1	gene_c4_14360V1.1
gene_c4_14370V3.1	gene_c4_14370V1.1
gene_c4_14390V3.1	gene_c4_14390V1.1
gene_c4_14410V3.1	gene_c4_14410V1.1
gene_c4_14420V3.1	gene_c4_14420V1.1
gene_c4_14442V3.1	
gene_c4_14450V3.1	gene_c4_14450V1.1
gene_c4_14490V3.1	gene_c4_14490V1.1
gene_c4_14498V3.1	
gene_c4_1450V3.1	gene_c4_1450V1.1
gene_c4_14520V3.1	gene_c4_14520V1.1
gene_c4_14530V3.1	gene_c4_14530V1.1
gene_c4_14540V3.1	
gene_c4_14550V3.1	gene_c4_14550V1.1
gene_c4_14561V3.1	
gene_c4_14620V3.1	gene_c4_14620V1.1
gene_c4_14634V3.1	
gene_c4_14680V3.1	gene_c4_14680V1.1
gene_c4_14693V3.1	
gene_c4_14700V3.1	gene_c4_14700V1.1
gene_c4_14730V3.1	gene_c4_14730V1.1
gene_c4_14749V3.1	
gene_c4_14760V3.1	gene_c4_14760V1.1
gene_c4_14790V3.1	gene_c4_14790V1.1
gene_c4_14800V3.1	gene_c4_14800V1.1
gene_c4_1480V3.1	gene_c4_1480V1.1
gene_c4_14810V3.1	gene_c4_14810V1.1
gene_c4_14820V3.1	
gene_c4_14860V3.1	gene_c4_14860V1.1
gene_c4_14900V3.1	
gene_c4_1490V3.1	gene_c4_1490V1.1
gene_c4_14910V3.1	gene_c4_14910V1.1
gene_c4_14920V3.1	gene_c4_14920V1.1
gene_c4_1500V3.1	gene_c4_1500V1.1
gene_c4_15010V3.1	gene_c4_15010V1.1
gene_c4_15020V3.1	gene_c4_15020V1.1
gene_c4_15040V3.1	gene_c4_15040V1.1
gene_c4_15060V3.1	gene_c4_15060V1.1
gene_c4_15070V3.1	gene_c4_15070V1.1
gene_c4_15080V3.1	gene_c4_15080V1.1
gene_c4_150V3.1	gene_c4_150V1.1
gene_c4_15100V3.1	gene_c4_15100V1.1
gene_c4_1510V3.1	gene_c4_1510V1.1
gene_c4_15113V3.1	
gene_c4_15120V3.1	gene_c4_15120V1.1
gene_c4_15130V3.1	gene_c4_15130V1.1
gene_c4_15150V3.1	gene_c4_15150V1.1
gene_c4_15160V3.1	gene_c4_15160V1.1
gene_c4_15170V3.1	gene_c4_15170V1.1
gene_c4_15180V3.1	gene_c4_15180V1.1
gene_c4_15190V3.1	gene_c4_15190V1.1
gene_c4_15210V3.1	gene_c4_15210V1.1
gene_c4_15220V3.1	gene_c4_15220V1.1
gene_c4_15230V3.1	gene_c4_15230V1.1
gene_c4_15240V3.1	gene_c4_15240V1.1
gene_c4_15250V3.1	gene_c4_15250V1.1
gene_c4_15260V3.1	gene_c4_15260V1.1
gene_c4_15290V3.1	gene_c4_15290V1.1
gene_c4_1530V3.1	gene_c4_1530V1.1
gene_c4_15310V3.1	gene_c4_15310V1.1
gene_c4_15339V3.1	
gene_c4_15350V3.1	gene_c4_15350V1.1
gene_c4_15390V3.1	gene_c4_15390V1.1
gene_c4_15420V3.1	gene_c4_15420V1.1
gene_c4_15440V3.1	gene_c4_15440V1.1
gene_c4_15470V3.1	gene_c4_15470V1.1
gene_c4_15480V3.1	gene_c4_15480V1.1
gene_c4_1550V3.1	gene_c4_1550V1.1
gene_c4_15510V3.1	gene_c4_15510V1.1
gene_c4_15530V3.1	gene_c4_15530V1.1
gene_c4_15540V3.1	gene_c4_15540V1.1
gene_c4_15559V3.1	
gene_c4_15570V3.1	gene_c4_15570V1.1
gene_c4_15580V3.1	gene_c4_15580V1.1
gene_c4_15600V3.1	gene_c4_15600V1.1
gene_c4_1560V3.1	gene_c4_1560V1.1
gene_c4_15620V3.1	gene_c4_15620V1.1
gene_c4_15630V3.1	gene_c4_15630V1.1
gene_c4_15650V3.1	gene_c4_15650V1.1
gene_c4_15680V3.1	gene_c4_15680V1.1
gene_c4_15690V3.1	gene_c4_15690V1.1
gene_c4_1570V3.1	
gene_c4_15710V3.1	gene_c4_15710V1.1
gene_c4_15740V3.1	gene_c4_15740V1.1
gene_c4_15760V3.1	gene_c4_15760V1.1
gene_c4_15790V3.1	gene_c4_15790V1.1
gene_c4_15800V3.1	gene_c4_15800V1.1
gene_c4_15810V3.1	gene_c4_15810V1.1
gene_c4_15820V3.1	gene_c4_15820V1.1
gene_c4_15830V3.1	gene_c4_15830V1.1
gene_c4_15840V3.1	gene_c4_15840V1.1
gene_c4_15850V3.1	gene_c4_15850V1.1
gene_c4_15860V3.1	gene_c4_15860V1.1
gene_c4_15890V3.1	gene_c4_15890V1.1
gene_c4_1590V3.1	gene_c4_1590V1.1
gene_c4_15920V3.1	gene_c4_15920V1.1
gene_c4_15950V3.1	gene_c4_15950V1.1
gene_c4_15970V3.1	gene_c4_15970V1.1
gene_c4_15980V3.1	gene_c4_15980V1.1
gene_c4_16020V3.1	gene_c4_16020V1.1
gene_c4_16040V3.1	gene_c4_16040V1.1
gene_c4_16070V3.1	gene_c4_16070V1.1
gene_c4_16080V3.1	gene_c4_16080V1.1
gene_c4_160V3.1	gene_c4_160V1.1
gene_c4_16100V3.1	gene_c4_16100V1.1
gene_c4_1610V3.1	gene_c4_1610V1.1
gene_c4_16120V3.1	gene_c4_16120V1.1
gene_c4_16130V3.1	gene_c4_16130V1.1
gene_c4_16140V3.1	gene_c4_16140V1.1
gene_c4_16170V3.1	gene_c4_16170V1.1
gene_c4_16180V3.1	gene_c4_16180V1.1
gene_c4_16190V3.1	gene_c4_16190V1.1
gene_c4_16200V3.1	gene_c4_16200V1.1
gene_c4_1620V3.1	gene_c4_1620V1.1
gene_c4_16210V3.1	gene_c4_16210V1.1
gene_c4_16220V3.1	gene_c4_16220V1.1
gene_c4_16270V3.1	gene_c4_16270V1.1
gene_c4_16290V3.1	gene_c4_16290V1.1
gene_c4_1630V3.1	gene_c4_1630V1.1
gene_c4_1631V3.1	
gene_c4_16320V3.1	gene_c4_16320V1.1
gene_c4_16340V3.1	gene_c4_16340V1.1
gene_c4_16360V3.1	gene_c4_16360V1.1
gene_c4_16380V3.1	gene_c4_16380V1.1
gene_c4_16390V3.1	gene_c4_16390V1.1
gene_c4_16391V3.1	
gene_c4_1640V3.1	gene_c4_1640V1.1
gene_c4_16419V3.1	
gene_c4_16429V3.1	
gene_c4_16430V3.1	gene_c4_16430V1.1
gene_c4_16440V3.1	gene_c4_16440V1.1
gene_c4_16470V3.1	gene_c4_16470V1.1
gene_c4_16490V3.1	gene_c4_16490V1.1
gene_c4_16500V3.1	gene_c4_16500V1.1
gene_c4_16520V3.1	gene_c4_16520V1.1
gene_c4_16540V3.1	gene_c4_16540V1.1
gene_c4_16570V3.1	
gene_c4_16600V3.1	gene_c4_16600V1.1
gene_c4_16610V3.1	gene_c4_16610V1.1
gene_c4_16620V3.1	
gene_c4_1662V3.1	
gene_c4_16650V3.1	gene_c4_16650V1.1
gene_c4_16670V3.1	gene_c4_16670V1.1
gene_c4_16750V3.1	gene_c4_16750V1.1
gene_c4_16760V3.1	gene_c4_16760V1.1
gene_c4_16800V3.1	gene_c4_16800V1.1
gene_c4_16820V3.1	gene_c4_16820V1.1
gene_c4_16840V3.1	gene_c4_16840V1.1
gene_c4_16870V3.1	gene_c4_16870V1.1
gene_c4_16880V3.1	gene_c4_16880V1.1
gene_c4_16900V3.1	gene_c4_16900V1.1
gene_c4_16903V3.1	
gene_c4_1690V3.1	gene_c4_1690V1.1
gene_c4_16910V3.1	gene_c4_16910V1.1
gene_c4_16930V3.1	gene_c4_16930V1.1
gene_c4_16940V3.1	gene_c4_16940V1.1
gene_c4_16960V3.1	gene_c4_16960V1.1
gene_c4_17010V3.1	gene_c4_17010V1.1
gene_c4_17019V3.1	
gene_c4_17030V3.1	
gene_c4_17040V3.1	gene_c4_17040V1.1
gene_c4_17070V3.1	gene_c4_17070V1.1
gene_c4_17090V3.1	gene_c4_17090V1.1
gene_c4_170V3.1	gene_c4_170V1.1
gene_c4_1710V3.1	gene_c4_1710V1.1
gene_c4_17110V3.1	gene_c4_17110V1.1
gene_c4_17120V3.1	gene_c4_17120V1.1
gene_c4_17130V3.1	gene_c4_17130V1.1
gene_c4_17140V3.1	gene_c4_17140V1.1
gene_c4_17142V3.1	
gene_c4_17150V3.1	gene_c4_17150V1.1
gene_c4_17160V3.1	gene_c4_17160V1.1
gene_c4_17170V3.1	gene_c4_17170V1.1
gene_c4_17190V3.1	gene_c4_17190V1.1
gene_c4_17200V3.1	gene_c4_17200V1.1
gene_c4_1720V3.1	gene_c4_1720V1.1
gene_c4_17210V3.1	gene_c4_17210V1.1
gene_c4_17220V3.1	gene_c4_17220V1.1
gene_c4_17230V3.1	gene_c4_17230V1.1
gene_c4_17240V3.1	gene_c4_17240V1.1
gene_c4_17250V3.1	gene_c4_17250V1.1
gene_c4_17260V3.1	gene_c4_17260V1.1
gene_c4_17270V3.1	gene_c4_17270V1.1
gene_c4_17280V3.1	gene_c4_17280V1.1
gene_c4_17290V3.1	gene_c4_17290V1.1
gene_c4_17297V3.1	
gene_c4_17346V3.1	
gene_c4_17360V3.1	gene_c4_17360V1.1
gene_c4_17380V3.1	gene_c4_17380V1.1
gene_c4_17390V3.1	gene_c4_17390V1.1
gene_c4_17400V3.1	gene_c4_17400V1.1
gene_c4_17440V3.1	gene_c4_17440V1.1
gene_c4_17450V3.1	gene_c4_17450V1.1
gene_c4_17500V3.1	gene_c4_17500V1.1
gene_c4_17510V3.1	gene_c4_17510V1.1
gene_c4_17520V3.1	gene_c4_17520V1.1
gene_c4_17540V3.1	gene_c4_17540V1.1
gene_c4_17570V3.1	gene_c4_17570V1.1
gene_c4_17590V3.1	
gene_c4_17600V3.1	gene_c4_17600V1.1
gene_c4_1760V3.1	gene_c4_1760V1.1
gene_c4_17610V3.1	gene_c4_17610V1.1
gene_c4_17650V3.1	gene_c4_17650V1.1
gene_c4_17660V3.1	gene_c4_17660V1.1
gene_c4_17670V3.1	gene_c4_17670V1.1
gene_c4_17700V3.1	gene_c4_17700V1.1
gene_c4_17740V3.1	gene_c4_17740V1.1
gene_c4_17760V3.1	gene_c4_17760V1.1
gene_c4_17771V3.1	
gene_c4_17772V3.1	
gene_c4_17780V3.1	gene_c4_17780V1.1
gene_c4_17790V3.1	gene_c4_17790V1.1
gene_c4_17800V3.1	gene_c4_17800V1.1
gene_c4_17810V3.1	gene_c4_17810V1.1
gene_c4_17830V3.1	gene_c4_17830V1.1
gene_c4_17850V3.1	gene_c4_17850V1.1
gene_c4_17856V3.1	
gene_c4_17860V3.1	gene_c4_17860V1.1
gene_c4_17870V3.1	gene_c4_17870V1.1
gene_c4_17890V3.1	gene_c4_17890V1.1
gene_c4_1790V3.1	gene_c4_1790V1.1
gene_c4_17910V3.1	gene_c4_17910V1.1
gene_c4_17920V3.1	gene_c4_17920V1.1
gene_c4_17930V3.1	gene_c4_17930V1.1
gene_c4_17970V3.1	gene_c4_17970V1.1
gene_c4_17980V3.1	gene_c4_17980V1.1
gene_c4_17990V3.1	gene_c4_17990V1.1
gene_c4_18000V3.1	gene_c4_18000V1.1
gene_c4_1800V3.1	gene_c4_1800V1.1
gene_c4_18010V3.1	gene_c4_18010V1.1
gene_c4_18020V3.1	gene_c4_18020V1.1
gene_c4_18030V3.1	gene_c4_18030V1.1
gene_c4_18060V3.1	gene_c4_18060V1.1
gene_c4_18080V3.1	gene_c4_18080V1.1
gene_c4_180V3.1	gene_c4_180V1.1
gene_c4_18100V3.1	
gene_c4_1810V3.1	gene_c4_1810V1.1
gene_c4_18120V3.1	gene_c4_18120V1.1
gene_c4_18130V3.1	gene_c4_18130V1.1
gene_c4_18132V3.1	
gene_c4_18160V3.1	gene_c4_18160V1.1
gene_c4_18170V3.1	gene_c4_18170V1.1
gene_c4_18190V3.1	gene_c4_18190V1.1
gene_c4_18203V3.1	
gene_c4_18222V3.1	
gene_c4_18280V3.1	gene_c4_18280V1.1
gene_c4_18300V3.1	gene_c4_18300V1.1
gene_c4_18320V3.1	gene_c4_18320V1.1
gene_c4_18330V3.1	gene_c4_18330V1.1
gene_c4_18340V3.1	gene_c4_18340V1.1
gene_c4_18350V3.1	gene_c4_18350V1.1
gene_c4_18360V3.1	gene_c4_18360V1.1
gene_c4_18500V3.1	gene_c4_18500V1.1
gene_c4_1850V3.1	gene_c4_1850V1.1
gene_c4_18510V3.1	gene_c4_18510V1.1
gene_c4_1860V3.1	gene_c4_1860V1.1
gene_c4_1870V3.1	gene_c4_1870V1.1
gene_c4_18720V3.1	gene_c4_18720V1.1
gene_c4_18760V3.1	gene_c4_18760V1.1
gene_c4_18770V3.1	gene_c4_18770V1.1
gene_c4_18780V3.1	gene_c4_18780V1.1
gene_c4_1880V3.1	gene_c4_1880V1.1
gene_c4_18930V3.1	
gene_c4_18939V3.1	
gene_c4_18954V3.1	
gene_c4_18960V3.1	gene_c4_18960V1.1
gene_c4_18980V3.1	gene_c4_18980V1.1
gene_c4_19000V3.1	gene_c4_19000V1.1
gene_c4_19021V3.1	
gene_c4_19030V3.1	
gene_c4_19060V3.1	
gene_c4_190V3.1	gene_c4_190V1.1
gene_c4_19130V3.1	gene_c4_19130V1.1
gene_c4_19160V3.1	gene_c4_19160V1.1
gene_c4_19176V3.1	
gene_c4_19180V3.1	gene_c4_19180V1.1
gene_c4_19197V3.1	
gene_c4_19240V3.1	gene_c4_19240V1.1
gene_c4_19280V3.1	gene_c4_19280V1.1
gene_c4_19290V3.1	gene_c4_19290V1.1
gene_c4_1930V3.1	gene_c4_1930V1.1
gene_c4_19319V3.1	
gene_c4_19340V3.1	gene_c4_19340V1.1
gene_c4_19350V3.1	gene_c4_19350V1.1
gene_c4_19370V3.1	gene_c4_19370V1.1
gene_c4_19380V3.1	gene_c4_19380V1.1
gene_c4_19390V3.1	
gene_c4_1940V3.1	
gene_c4_19410V3.1	gene_c4_19410V1.1
gene_c4_19430V3.1	gene_c4_19430V1.1
gene_c4_19440V3.1	gene_c4_19440V1.1
gene_c4_19450V3.1	gene_c4_19450V1.1
gene_c4_19470V3.1	gene_c4_19470V1.1
gene_c4_19490V3.1	gene_c4_19490V1.1
gene_c4_1950V3.1	gene_c4_1950V1.1
gene_c4_19510V3.1	gene_c4_19510V1.1
gene_c4_19520V3.1	gene_c4_19520V1.1
gene_c4_19530V3.1	gene_c4_19530V1.1
gene_c4_19550V3.1	gene_c4_19550V1.1
gene_c4_19600V3.1	gene_c4_19600V1.1
gene_c4_1960V3.1	gene_c4_1960V1.1
gene_c4_19620V3.1	gene_c4_19620V1.1
gene_c4_19700V3.1	gene_c4_19700V1.1
gene_c4_19720V3.1	gene_c4_19720V1.1
gene_c4_19780V3.1	gene_c4_19780V1.1
gene_c4_1980V3.1	gene_c4_1980V1.1
gene_c4_19810V3.1	gene_c4_19810V1.1
gene_c4_19825V3.1	
gene_c4_19850V3.1	gene_c4_19850V1.1
gene_c4_19860V3.1	gene_c4_19860V1.1
gene_c4_19890V3.1	gene_c4_19890V1.1
gene_c4_19910V3.1	gene_c4_19910V1.1
gene_c4_19920V3.1	gene_c4_19920V1.1
gene_c4_19930V3.1	gene_c4_19930V1.1
gene_c4_19940V3.1	
gene_c4_19960V3.1	gene_c4_19960V1.1
gene_c4_19980V3.1	gene_c4_19980V1.1
gene_c4_20000V3.1	gene_c4_20000V1.1
gene_c4_2000V3.1	gene_c4_2000V1.1
gene_c4_20010V3.1	gene_c4_20010V1.1
gene_c4_20030V3.1	
gene_c4_20050V3.1	gene_c4_20050V1.1
gene_c4_20055V3.1	
gene_c4_20080V3.1	gene_c4_20080V1.1
gene_c4_200V3.1	gene_c4_200V1.1
gene_c4_20110V3.1	gene_c4_20110V1.1
gene_c4_20120V3.1	gene_c4_20120V1.1
gene_c4_20130V3.1	gene_c4_20130V1.1
gene_c4_20140V3.1	gene_c4_20140V1.1
gene_c4_20150V3.1	gene_c4_20150V1.1
gene_c4_20160V3.1	gene_c4_20160V1.1
gene_c4_20170V3.1	gene_c4_20170V1.1
gene_c4_20180V3.1	gene_c4_20180V1.1
gene_c4_20189V3.1	
gene_c4_20190V3.1	gene_c4_20190V1.1
gene_c4_20200V3.1	gene_c4_20200V1.1
gene_c4_20210V3.1	gene_c4_20210V1.1
gene_c4_20230V3.1	gene_c4_20230V1.1
gene_c4_20240V3.1	gene_c4_20240V1.1
gene_c4_20250V3.1	gene_c4_20250V1.1
gene_c4_20260V3.1	gene_c4_20260V1.1
gene_c4_20270V3.1	gene_c4_20270V1.1
gene_c4_20290V3.1	gene_c4_20290V1.1
gene_c4_20300V3.1	gene_c4_20300V1.1
gene_c4_20310V3.1	gene_c4_20310V1.1
gene_c4_20340V3.1	gene_c4_20340V1.1
gene_c4_20350V3.1	gene_c4_20350V1.1
gene_c4_20390V3.1	gene_c4_20390V1.1
gene_c4_20400V3.1	gene_c4_20400V1.1
gene_c4_2040V3.1	gene_c4_2040V1.1
gene_c4_20430V3.1	gene_c4_20430V1.1
gene_c4_20450V3.1	gene_c4_20450V1.1
gene_c4_20470V3.1	gene_c4_20470V1.1
gene_c4_20480V3.1	gene_c4_20480V1.1
gene_c4_20510V3.1	gene_c4_20510V1.1
gene_c4_20520V3.1	gene_c4_20520V1.1
gene_c4_20550V3.1	
