gene1.1	gene1_v2.1
gene_c3_24210V3.1	
gene_c3_24220V3.1	
gene_c3_24230V3.1	gene_s356_14V2.1
gene_c3_24240V3.1	gene_s356_18V2.1
gene_c3_24250V3.1	gene_s356_20V2.1;gene_s356_21V2.1
gene_c3_2430V3.1	gene_s1_441V2.1
gene_c3_24330V3.1	
gene_c3_24340V3.1	gene_s356_32V2.1
gene_c3_24370V3.1	gene_s356_35V2.1
gene_c3_24380V3.1	
gene_c3_24390V3.1	gene_s356_36V2.1
gene_c3_24400V3.1	
gene_c3_2440V3.1	gene_s1_442V2.1
gene_c3_24450V3.1	gene_s356_40V2.1;gene_s356_41V2.1
gene_c3_2450V3.1	gene_s1_443V2.1
gene_c3_24510V3.1	gene_s356_43V2.1
gene_c3_24520V3.1	gene_s356_44V2.1
gene_c3_24530V3.1	gene_s356_45V2.1
gene_c3_24540V3.1	gene_s356_46V2.1;gene_s356_47V2.1
gene_c3_24600V3.1	gene_s446_26V2.1
gene_c3_24618V3.1	
gene_c3_24631V3.1	
gene_c3_24660V3.1	
gene_c3_24664V3.1	
gene_c3_24690V3.1	gene_s446_18V2.1
gene_c3_24700V3.1	gene_s446_17V2.1
gene_c3_2470V3.1	gene_s1_447V2.1
gene_c3_24710V3.1	gene_s446_17V2.1
gene_c3_24720V3.1	
gene_c3_24730V3.1	gene_s446_13V2.1
gene_c3_24750V3.1	
gene_c3_24770V3.1	gene_s446_7V2.1;gene_s446_8V2.1
gene_c3_24780V3.1	gene_s446_8V2.1
gene_c3_24820V3.1	
gene_c3_24830V3.1	gene_s446_3V2.1
gene_c3_24850V3.1	gene_s446_1V2.1
gene_c3_24880V3.1	
gene_c3_24890V3.1	
gene_c3_24900V3.1	
gene_c3_24910V3.1	
gene_c3_24920V3.1	gene_s333_57V2.1
gene_c3_24940V3.1	
gene_c3_24950V3.1	gene_s333_56V2.1
gene_c3_24970V3.1	gene_s333_54V2.1
gene_c3_25010V3.1	
gene_c3_25020V3.1	gene_s333_51V2.1
gene_c3_25050V3.1	
gene_c3_25080V3.1	gene_s333_42V2.1;gene_s333_43V2.1
gene_c3_250V3.1	gene_s1_199V2.1;gene_s1_200V2.1
gene_c3_2510V3.1	gene_s1_452V2.1
gene_c3_25110V3.1	gene_s333_41V2.1
gene_c3_25190V3.1	gene_s333_39V2.1
gene_c3_25210V3.1	gene_s333_36V2.1
gene_c3_25240V3.1	gene_s333_32V2.1
gene_c3_25260V3.1	gene_s333_30V2.1
gene_c3_25264V3.1	gene_s333_30V2.1
gene_c3_25270V3.1	
gene_c3_25272V3.1	
gene_c3_25290V3.1	gene_s333_27V2.1
gene_c3_25300V3.1	gene_s333_25V2.1;gene_s333_26V2.1
gene_c3_25310V3.1	gene_s333_22V2.1;gene_s333_25V2.1;gene_s333_26V2.1
gene_c3_25360V3.1	gene_s333_20V2.1
gene_c3_25370V3.1	gene_s333_19V2.1
gene_c3_25380V3.1	gene_s333_18V2.1
gene_c3_25390V3.1	gene_s333_15V2.1;gene_s333_16V2.1
gene_c3_25400V3.1	gene_s333_15V2.1;gene_s333_16V2.1
gene_c3_25410V3.1	gene_s333_14V2.1
gene_c3_25411V3.1	gene_s333_14V2.1
gene_c3_25440V3.1	gene_s333_13V2.1
gene_c3_25450V3.1	gene_s333_12V2.1
gene_c3_25460V3.1	gene_s333_10V2.1;gene_s333_11V2.1
gene_c3_25470V3.1	gene_s333_10V2.1
gene_c3_25480V3.1	gene_s333_9V2.1
gene_c3_25490V3.1	gene_s333_4V2.1;gene_s333_6V2.1;gene_s333_7V2.1
gene_c3_2550V3.1	
gene_c3_25515V3.1	gene_s333_4V2.1
gene_c3_25540V3.1	
gene_c3_25560V3.1	gene_s288_2V2.1;gene_s288_3V2.1
gene_c3_25570V3.1	gene_s288_3V2.1
gene_c3_25610V3.1	gene_s288_4V2.1
gene_c3_25640V3.1	gene_s288_10V2.1
gene_c3_25680V3.1	gene_s288_13V2.1
gene_c3_25700V3.1	gene_s288_14V2.1;gene_s288_16V2.1
gene_c3_2570V3.1	
gene_c3_25720V3.1	gene_s288_17V2.1
gene_c3_25740V3.1	gene_s288_20V2.1
gene_c3_25750V3.1	gene_s288_23V2.1;gene_s288_25V2.1
gene_c3_25770V3.1	gene_s288_25V2.1
gene_c3_25790V3.1	gene_s288_27V2.1
gene_c3_25800V3.1	
gene_c3_2580V3.1	
gene_c3_25810V3.1	gene_s288_29V2.1
gene_c3_25840V3.1	gene_s288_33V2.1
gene_c3_25850V3.1	gene_s288_36V2.1;gene_s288_37V2.1
gene_c3_25860V3.1	gene_s288_36V2.1;gene_s288_37V2.1
gene_c3_25870V3.1	gene_s288_38V2.1
gene_c3_25900V3.1	gene_s288_40V2.1
gene_c3_2590V3.1	gene_s1_457V2.1
gene_c3_25910V3.1	gene_s288_41V2.1
gene_c3_25920V3.1	gene_s288_42V2.1
gene_c3_25940V3.1	gene_s288_43V2.1
gene_c3_2599V3.1	gene_s1_460V2.1
gene_c3_26020V3.1	gene_s288_45V2.1
gene_c3_26029V3.1	
gene_c3_26050V3.1	gene_s288_49V2.1
gene_c3_26080V3.1	gene_s288_50V2.1;gene_s288_51V2.1
gene_c3_26090V3.1	gene_s288_52V2.1
gene_c3_260V3.1	gene_s1_200V2.1
gene_c3_2610V3.1	gene_s1_460V2.1
gene_c3_26110V3.1	gene_s288_55V2.1
gene_c3_26120V3.1	gene_s288_56V2.1
gene_c3_26129V3.1	
gene_c3_26180V3.1	gene_s288_60V2.1
gene_c3_26200V3.1	gene_s288_60V2.1
gene_c3_2620V3.1	gene_s1_461V2.1
gene_c3_26220V3.1	
gene_c3_26240V3.1	
gene_c3_26260V3.1	gene_s288_63V2.1
gene_c3_26300V3.1	
gene_c3_2630V3.1	gene_s1_462V2.1
gene_c3_26310V3.1	gene_s351_55V2.1;gene_s351_56V2.1
gene_c3_26330V3.1	
gene_c3_26340V3.1	gene_s351_48V2.1;gene_s351_49V2.1
gene_c3_2634V3.1	gene_s1_462V2.1
gene_c3_26360V3.1	gene_s351_47V2.1
gene_c3_26370V3.1	gene_s351_45V2.1;gene_s351_46V2.1;gene_s351_47V2.1
gene_c3_26400V3.1	gene_s351_43V2.1;gene_s351_44V2.1
gene_c3_26410V3.1	gene_s351_43V2.1;gene_s351_44V2.1
gene_c3_26420V3.1	gene_s351_42V2.1
gene_c3_26430V3.1	gene_s351_38V2.1;gene_s351_40V2.1
gene_c3_26470V3.1	gene_s351_35V2.1;gene_s351_36V2.1
gene_c3_26480V3.1	gene_s351_35V2.1;gene_s351_36V2.1
gene_c3_26490V3.1	gene_s351_34V2.1
gene_c3_26500V3.1	gene_s351_33V2.1
gene_c3_2650V3.1	gene_s1_464V2.1
gene_c3_26520V3.1	gene_s351_32V2.1
gene_c3_26530V3.1	gene_s351_31V2.1
gene_c3_26540V3.1	gene_s351_30V2.1
gene_c3_26550V3.1	gene_s351_29V2.1
gene_c3_26570V3.1	
gene_c3_26590V3.1	
gene_c3_2660V3.1	gene_s1_465V2.1
gene_c3_26640V3.1	
gene_c3_26660V3.1	
gene_c3_26680V3.1	
gene_c3_2669V3.1	gene_s1_468V2.1
gene_c3_26700V3.1	gene_s351_14V2.1
gene_c3_26714V3.1	
gene_c3_26720V3.1	gene_s351_9V2.1
gene_c3_26738V3.1	gene_s351_7V2.1
gene_c3_26770V3.1	gene_s351_6V2.1;gene_s351_7V2.1
gene_c3_26780V3.1	gene_s351_5V2.1
gene_c3_26830V3.1	
gene_c3_26860V3.1	gene_s376_36V2.1
gene_c3_26890V3.1	gene_s376_34V2.1
gene_c3_2690V3.1	gene_s1_470V2.1
gene_c3_26910V3.1	gene_s376_32V2.1;gene_s376_33V2.1
gene_c3_26940V3.1	gene_s376_32V2.1;gene_s376_33V2.1
gene_c3_26950V3.1	gene_s376_31V2.1
gene_c3_26960V3.1	gene_s376_30V2.1
gene_c3_26971V3.1	gene_s376_29V2.1
gene_c3_26981V3.1	
gene_c3_27000V3.1	gene_s376_26V2.1
gene_c3_2700V3.1	
gene_c3_27030V3.1	gene_s376_22V2.1
gene_c3_27039V3.1	
gene_c3_27080V3.1	
gene_c3_270V3.1	gene_s1_201V2.1
gene_c3_27100V3.1	gene_s376_19V2.1
gene_c3_27160V3.1	gene_s376_16V2.1
gene_c3_27210V3.1	gene_s376_10V2.1
gene_c3_27280V3.1	gene_s376_9V2.1
gene_c3_2730V3.1	gene_s1_476V2.1
gene_c3_27330V3.1	gene_s376_7V2.1
gene_c3_27340V3.1	gene_s376_5V2.1
gene_c3_27350V3.1	gene_s376_4V2.1
gene_c3_27360V3.1	gene_s376_3V2.1
gene_c3_27370V3.1	gene_s376_2V2.1
gene_c3_27400V3.1	gene_s376_42V2.1
gene_c3_2740V3.1	gene_s1_478V2.1
gene_c3_27420V3.1	gene_s376_45V2.1
gene_c3_27440V3.1	gene_s376_46V2.1
gene_c3_27450V3.1	gene_s376_48V2.1
gene_c3_27480V3.1	gene_s376_49V2.1
gene_c3_27500V3.1	gene_s376_51V2.1
gene_c3_27510V3.1	gene_s376_53V2.1
gene_c3_27530V3.1	gene_s376_54V2.1
gene_c3_27540V3.1	
gene_c3_27547V3.1	gene_s376_56V2.1
gene_c3_27560V3.1	gene_s376_57V2.1
gene_c3_27570V3.1	gene_s376_59V2.1
gene_c3_2760V3.1	gene_s1_480V2.1
gene_c3_27620V3.1	gene_s157_4V2.1
gene_c3_27630V3.1	gene_s157_5V2.1
gene_c3_27640V3.1	gene_s157_6V2.1;gene_s157_7V2.1
gene_c3_27650V3.1	gene_s157_6V2.1;gene_s157_7V2.1
gene_c3_27710V3.1	gene_s157_10V2.1
gene_c3_27720V3.1	gene_s157_11V2.1
gene_c3_27730V3.1	gene_s157_12V2.1
gene_c3_27750V3.1	gene_s157_13V2.1
gene_c3_27761V3.1	
gene_c3_27780V3.1	gene_s157_15V2.1
gene_c3_27790V3.1	gene_s157_16V2.1
gene_c3_27820V3.1	gene_s157_18V2.1;gene_s157_19V2.1
gene_c3_27830V3.1	gene_s157_18V2.1;gene_s157_19V2.1
gene_c3_27841V3.1	gene_s157_20V2.1;gene_s157_21V2.1
gene_c3_27900V3.1	gene_s157_25V2.1
gene_c3_27940V3.1	gene_s157_29V2.1
gene_c3_27960V3.1	
gene_c3_27980V3.1	gene_s157_35V2.1
gene_c3_28000V3.1	gene_s157_38V2.1
gene_c3_2800V3.1	gene_s1_489V2.1
gene_c3_28010V3.1	gene_s157_40V2.1
gene_c3_28040V3.1	gene_s157_41V2.1
gene_c3_28050V3.1	gene_s157_44V2.1
gene_c3_28090V3.1	gene_s157_48V2.1
gene_c3_280V3.1	gene_s1_202V2.1
gene_c3_28110V3.1	
gene_c3_28120V3.1	gene_s157_50V2.1
gene_c3_28140V3.1	gene_s157_51V2.1
gene_c3_28160V3.1	gene_s157_53V2.1
gene_c3_28170V3.1	gene_s157_54V2.1
gene_c3_28180V3.1	gene_s157_55V2.1
gene_c3_2820V3.1	gene_s1_490V2.1
gene_c3_28240V3.1	gene_s157_58V2.1
gene_c3_28300V3.1	gene_s157_62V2.1
gene_c3_28310V3.1	gene_s157_63V2.1
gene_c3_28350V3.1	gene_s157_69V2.1
gene_c3_2840V3.1	gene_s1_491V2.1
gene_c3_28440V3.1	gene_s157_75V2.1
gene_c3_28450V3.1	gene_s157_76V2.1
gene_c3_28480V3.1	gene_s157_79V2.1
gene_c3_2850V3.1	gene_s1_491V2.1;gene_s1_492V2.1
gene_c3_28520V3.1	gene_s157_83V2.1
gene_c3_28540V3.1	gene_s157_85V2.1
gene_c3_28550V3.1	gene_s157_87V2.1
gene_c3_28561V3.1	gene_s157_88V2.1
gene_c3_28570V3.1	gene_s157_89V2.1;gene_s157_90V2.1
gene_c3_28590V3.1	gene_s157_93V2.1;gene_s157_94V2.1
gene_c3_2860V3.1	gene_s1_493V2.1
gene_c3_28810V3.1	gene_s157_109V2.1
gene_c3_28840V3.1	gene_s157_112V2.1
gene_c3_28850V3.1	gene_s157_113V2.1
gene_c3_28860V3.1	gene_s157_114V2.1
gene_c3_28920V3.1	gene_s55_4V2.1
gene_c3_28930V3.1	gene_s55_6V2.1
gene_c3_28940V3.1	gene_s55_7V2.1
gene_c3_28970V3.1	gene_s55_11V2.1
gene_c3_2900V3.1	gene_s1_497V2.1;gene_s1_498V2.1
gene_c3_29010V3.1	gene_s55_13V2.1
gene_c3_29030V3.1	
gene_c3_29080V3.1	
gene_c3_29083V3.1	
gene_c3_29090V3.1	
gene_c3_290V3.1	gene_s1_203V2.1
gene_c3_29110V3.1	gene_s55_27V2.1
gene_c3_29160V3.1	gene_s55_31V2.1;gene_s55_32V2.1
gene_c3_29170V3.1	gene_s55_32V2.1
gene_c3_29190V3.1	
gene_c3_29200V3.1	gene_s55_36V2.1
gene_c3_2920V3.1	gene_s1_498V2.1;gene_s1_499V2.1
gene_c3_29260V3.1	gene_s55_41V2.1;gene_s55_42V2.1
gene_c3_29270V3.1	gene_s55_43V2.1
gene_c3_2927V3.1	gene_s1_498V2.1;gene_s1_499V2.1
gene_c3_29280V3.1	gene_s55_44V2.1
gene_c3_29290V3.1	gene_s55_45V2.1
gene_c3_29310V3.1	gene_s55_47V2.1;gene_s55_48V2.1;gene_s55_49V2.1
gene_c3_29320V3.1	gene_s55_48V2.1;gene_s55_49V2.1
gene_c3_29330V3.1	gene_s55_50V2.1
gene_c3_29340V3.1	gene_s55_50V2.1;gene_s55_52V2.1
gene_c3_29390V3.1	gene_s55_55V2.1
gene_c3_29400V3.1	gene_s55_56V2.1
gene_c3_2940V3.1	gene_s1_500V2.1
gene_c3_29470V3.1	gene_s55_58V2.1
gene_c3_29480V3.1	gene_s55_61V2.1
gene_c3_29490V3.1	
gene_c3_29500V3.1	gene_s55_63V2.1
gene_c3_29520V3.1	gene_s55_64V2.1;gene_s55_66V2.1
gene_c3_29530V3.1	gene_s55_64V2.1;gene_s55_65V2.1;gene_s55_66V2.1
gene_c3_29550V3.1	gene_s55_65V2.1;gene_s55_66V2.1
gene_c3_29560V3.1	gene_s55_66V2.1
gene_c3_29580V3.1	
gene_c3_29590V3.1	gene_s55_70V2.1
gene_c3_29680V3.1	gene_s55_80V2.1
gene_c3_29690V3.1	gene_s55_82V2.1
gene_c3_29700V3.1	gene_s55_82V2.1
gene_c3_29708V3.1	
gene_c3_2970V3.1	
gene_c3_29710V3.1	
gene_c3_29780V3.1	gene_s55_88V2.1;gene_s55_89V2.1
gene_c3_29790V3.1	gene_s55_89V2.1;gene_s55_90V2.1
gene_c3_2980V3.1	gene_s1_503V2.1;gene_s1_504V2.1
gene_c3_2990V3.1	gene_s1_504V2.1
gene_c3_29910V3.1	gene_s55_93V2.1
gene_c3_29930V3.1	gene_s55_95V2.1
gene_c3_29950V3.1	gene_s55_97V2.1
gene_c3_29960V3.1	
gene_c3_29970V3.1	gene_s55_98V2.1
gene_c3_2999V3.1	
gene_c3_30010V3.1	gene_s55_100V2.1;gene_s55_99V2.1
gene_c3_30077V3.1	
gene_c3_3008V3.1	gene_s1_509V2.1
gene_c3_30110V3.1	gene_s55_110V2.1;gene_s55_112V2.1
gene_c3_30120V3.1	gene_s55_112V2.1
gene_c3_30130V3.1	gene_s55_112V2.1
gene_c3_30140V3.1	gene_s55_113V2.1
gene_c3_30150V3.1	gene_s55_116V2.1
gene_c3_30160V3.1	gene_s55_117V2.1
gene_c3_30180V3.1	gene_s55_120V2.1
gene_c3_30190V3.1	gene_s55_121V2.1
gene_c3_30210V3.1	gene_s55_123V2.1
gene_c3_30220V3.1	gene_s55_124V2.1
gene_c3_30230V3.1	
gene_c3_30240V3.1	gene_s55_128V2.1
gene_c3_30241V3.1	gene_s55_128V2.1
gene_c3_30250V3.1	
gene_c3_30260V3.1	gene_s55_131V2.1
gene_c3_30270V3.1	gene_s55_132V2.1
gene_c3_30280V3.1	gene_s55_133V2.1
gene_c3_30300V3.1	gene_s55_134V2.1
gene_c3_30309V3.1	
gene_c3_3030V3.1	gene_s1_511V2.1
gene_c3_30330V3.1	gene_s55_140V2.1
gene_c3_30340V3.1	gene_s55_141V2.1
gene_c3_30350V3.1	gene_s55_142V2.1
gene_c3_30360V3.1	gene_s55_143V2.1
gene_c3_30370V3.1	gene_s55_144V2.1
gene_c3_30410V3.1	gene_s55_148V2.1
gene_c3_30430V3.1	
gene_c3_30440V3.1	
gene_c3_30480V3.1	gene_s55_157V2.1
gene_c3_30490V3.1	gene_s55_158V2.1
gene_c3_30500V3.1	gene_s55_159V2.1
gene_c3_3050V3.1	gene_s1_513V2.1
gene_c3_30530V3.1	
gene_c3_30540V3.1	
gene_c3_30550V3.1	gene_s55_166V2.1
gene_c3_30560V3.1	gene_s55_167V2.1
gene_c3_30590V3.1	gene_s55_170V2.1
gene_c3_30599V3.1	gene_s55_171V2.1
gene_c3_30610V3.1	gene_s55_171V2.1;gene_s55_172V2.1
gene_c3_30620V3.1	gene_s55_173V2.1
gene_c3_30640V3.1	gene_s55_177V2.1;gene_s55_178V2.1
gene_c3_30660V3.1	gene_s55_177V2.1;gene_s55_178V2.1
gene_c3_30670V3.1	
gene_c3_3070V3.1	gene_s1_515V2.1
gene_c3_30710V3.1	gene_s55_182V2.1
gene_c3_30730V3.1	
gene_c3_30759V3.1	
gene_c3_30780V3.1	
gene_c3_30790V3.1	
gene_c3_30850V3.1	
gene_c3_30860V3.1	
gene_c3_30870V3.1	
gene_c3_30880V3.1	
gene_c3_30890V3.1	
gene_c3_30900V3.1	
gene_c3_3090V3.1	gene_s1_516V2.1
gene_c3_30920V3.1	gene_s55_197V2.1
gene_c3_30930V3.1	gene_s55_197V2.1
gene_c3_30960V3.1	gene_s55_201V2.1
gene_c3_30970V3.1	gene_s55_202V2.1
gene_c3_30980V3.1	gene_s55_203V2.1
gene_c3_30990V3.1	gene_s55_204V2.1
gene_c3_30V3.1	
gene_c3_31010V3.1	gene_s55_207V2.1
gene_c3_31030V3.1	gene_s55_209V2.1
gene_c3_31040V3.1	gene_s55_210V2.1
gene_c3_31050V3.1	
gene_c3_31080V3.1	gene_s55_212V2.1
gene_c3_31091V3.1	gene_s55_212V2.1
gene_c3_3110V3.1	gene_s1_519V2.1
gene_c3_31110V3.1	gene_s55_214V2.1
gene_c3_31120V3.1	gene_s55_216V2.1
gene_c3_31140V3.1	gene_s55_218V2.1
gene_c3_31160V3.1	gene_s55_224V2.1
gene_c3_3120V3.1	
gene_c3_31260V3.1	gene_s55_231V2.1
gene_c3_31290V3.1	
gene_c3_3130V3.1	gene_s1_522V2.1
gene_c3_31320V3.1	
gene_c3_31328V3.1	
gene_c3_31330V3.1	
gene_c3_31340V3.1	
gene_c3_31350V3.1	gene_s55_237V2.1
gene_c3_31380V3.1	
gene_c3_31400V3.1	
gene_c3_3140V3.1	gene_s1_526V2.1
gene_c3_31410V3.1	gene_s55_244V2.1
gene_c3_31430V3.1	gene_s55_246V2.1
gene_c3_31460V3.1	gene_s55_251V2.1
gene_c3_31480V3.1	gene_s55_252V2.1
gene_c3_31490V3.1	gene_s55_253V2.1
gene_c3_31500V3.1	gene_s55_256V2.1
gene_c3_31530V3.1	
gene_c3_31550V3.1	gene_s55_260V2.1
gene_c3_31560V3.1	gene_s55_261V2.1
gene_c3_31580V3.1	
gene_c3_31590V3.1	
gene_c3_31600V3.1	gene_s55_265V2.1
gene_c3_3160V3.1	gene_s1_527V2.1
gene_c3_31610V3.1	gene_s55_266V2.1
gene_c3_31640V3.1	gene_s55_268V2.1
gene_c3_31660V3.1	gene_s55_269V2.1
gene_c3_31670V3.1	gene_s55_270V2.1
gene_c3_31700V3.1	gene_s55_273V2.1
gene_c3_3170V3.1	gene_s1_528V2.1;gene_s1_529V2.1
gene_c3_31710V3.1	gene_s55_274V2.1
gene_c3_31720V3.1	gene_s55_275V2.1
gene_c3_31740V3.1	gene_s55_276V2.1
gene_c3_31760V3.1	
gene_c3_31770V3.1	gene_s55_280V2.1
gene_c3_31785V3.1	
gene_c3_3178V3.1	gene_s1_528V2.1;gene_s1_529V2.1
gene_c3_3180V3.1	gene_s1_529V2.1
gene_c3_31810V3.1	gene_s55_283V2.1;gene_s55_284V2.1
gene_c3_31820V3.1	gene_s55_289V2.1;gene_s55_290V2.1
gene_c3_31840V3.1	gene_s55_291V2.1
gene_c3_31850V3.1	gene_s55_292V2.1
gene_c3_31860V3.1	gene_s55_294V2.1
gene_c3_31870V3.1	gene_s55_296V2.1
gene_c3_31890V3.1	gene_s55_300V2.1
gene_c3_31900V3.1	gene_s55_301V2.1
gene_c3_3190V3.1	gene_s1_531V2.1
gene_c3_31930V3.1	
gene_c3_31980V3.1	gene_s55_304V2.1
gene_c3_3200V3.1	gene_s1_532V2.1
gene_c3_32050V3.1	gene_s55_312V2.1
gene_c3_32060V3.1	gene_s55_314V2.1
gene_c3_32070V3.1	
gene_c3_32090V3.1	gene_s55_315V2.1;gene_s55_316V2.1
gene_c3_320V3.1	gene_s1_205V2.1
gene_c3_32100V3.1	gene_s55_317V2.1
gene_c3_3210V3.1	gene_s1_532V2.1
gene_c3_32110V3.1	gene_s55_319V2.1
gene_c3_32130V3.1	gene_s55_320V2.1;gene_s55_322V2.1
gene_c3_32150V3.1	
gene_c3_32160V3.1	gene_s198_1V2.1;gene_s198_2V2.1
gene_c3_32185V3.1	gene_s198_3V2.1;gene_s198_5V2.1
gene_c3_32190V3.1	gene_s198_5V2.1;gene_s198_6V2.1
gene_c3_3220V3.1	gene_s1_532V2.1;gene_s1_534V2.1
gene_c3_32210V3.1	gene_s198_7V2.1
gene_c3_32230V3.1	gene_s198_9V2.1
gene_c3_32250V3.1	gene_s198_11V2.1
gene_c3_32270V3.1	gene_s198_12V2.1
gene_c3_32280V3.1	gene_s198_15V2.1;gene_s198_16V2.1
gene_c3_32300V3.1	gene_s198_18V2.1
gene_c3_3230V3.1	gene_s1_535V2.1
gene_c3_32320V3.1	gene_s198_19V2.1;gene_s198_21V2.1
gene_c3_32330V3.1	gene_s198_19V2.1;gene_s198_22V2.1
gene_c3_32350V3.1	gene_s198_26V2.1
gene_c3_32360V3.1	gene_s198_28V2.1
gene_c3_32390V3.1	gene_s198_35V2.1
gene_c3_3240V3.1	gene_s1_536V2.1
gene_c3_32410V3.1	gene_s198_39V2.1;gene_s198_40V2.1
gene_c3_32420V3.1	gene_s198_42V2.1
gene_c3_32490V3.1	gene_s198_49V2.1
gene_c3_3250V3.1	gene_s1_536V2.1
gene_c3_32510V3.1	gene_s198_51V2.1
gene_c3_32530V3.1	gene_s198_52V2.1
gene_c3_32540V3.1	gene_s198_53V2.1
gene_c3_32550V3.1	gene_s198_54V2.1
gene_c3_32560V3.1	gene_s198_55V2.1
gene_c3_32590V3.1	gene_s198_56V2.1
gene_c3_32640V3.1	gene_s198_60V2.1
gene_c3_32650V3.1	gene_s198_61V2.1;gene_s198_62V2.1
gene_c3_32670V3.1	gene_s198_63V2.1
gene_c3_32680V3.1	gene_s198_64V2.1
gene_c3_32710V3.1	gene_s198_67V2.1
gene_c3_32730V3.1	gene_s198_70V2.1
gene_c3_32740V3.1	gene_s198_73V2.1
gene_c3_32790V3.1	gene_s198_75V2.1
gene_c3_32800V3.1	gene_s198_76V2.1
gene_c3_32810V3.1	gene_s198_78V2.1
gene_c3_32820V3.1	gene_s198_79V2.1
gene_c3_32846V3.1	gene_s198_82V2.1
gene_c3_32860V3.1	gene_s198_83V2.1
gene_c3_3290V3.1	gene_s1_539V2.1
gene_c3_32910V3.1	gene_s198_90V2.1
gene_c3_32920V3.1	
gene_c3_32940V3.1	gene_s198_96V2.1
gene_c3_32950V3.1	gene_s198_96V2.1
gene_c3_32970V3.1	gene_s198_100V2.1
gene_c3_32980V3.1	gene_s198_105V2.1;gene_s198_106V2.1
gene_c3_33010V3.1	
gene_c3_3301V3.1	
gene_c3_33028V3.1	gene_s198_111V2.1;gene_s198_113V2.1
gene_c3_33050V3.1	gene_s198_115V2.1
gene_c3_33060V3.1	gene_s198_117V2.1
gene_c3_33080V3.1	
gene_c3_33090V3.1	gene_s198_119V2.1
gene_c3_330V3.1	gene_s1_206V2.1
gene_c3_33100V3.1	gene_s198_120V2.1
gene_c3_33120V3.1	
gene_c3_33130V3.1	gene_s198_121V2.1
gene_c3_33132V3.1	gene_s198_121V2.1
gene_c3_33140V3.1	gene_s198_122V2.1
gene_c3_33150V3.1	
gene_c3_33160V3.1	gene_s198_126V2.1
gene_c3_33180V3.1	gene_s198_128V2.1;gene_s198_130V2.1
gene_c3_33200V3.1	gene_s198_131V2.1
gene_c3_33210V3.1	gene_s198_133V2.1
gene_c3_33220V3.1	gene_s198_135V2.1
gene_c3_33250V3.1	gene_s198_137V2.1
gene_c3_33270V3.1	gene_s198_140V2.1
gene_c3_33280V3.1	gene_s198_140V2.1;gene_s198_141V2.1;gene_s198_142V2.1
gene_c3_33290V3.1	gene_s198_142V2.1
gene_c3_33320V3.1	
gene_c3_33330V3.1	gene_s198_147V2.1
gene_c3_33340V3.1	gene_s198_148V2.1
gene_c3_33348V3.1	
gene_c3_33360V3.1	gene_s198_149V2.1
gene_c3_33370V3.1	gene_s198_151V2.1
gene_c3_33380V3.1	gene_s198_152V2.1
gene_c3_33390V3.1	
gene_c3_33400V3.1	gene_s198_153V2.1
gene_c3_33410V3.1	gene_s198_154V2.1
gene_c3_33440V3.1	gene_s198_157V2.1
gene_c3_33470V3.1	gene_s198_161V2.1
gene_c3_33480V3.1	gene_s198_162V2.1
gene_c3_33500V3.1	gene_s198_164V2.1
gene_c3_33520V3.1	
gene_c3_33530V3.1	
gene_c3_33560V3.1	gene_s198_172V2.1;gene_s198_175V2.1
gene_c3_33600V3.1	
gene_c3_33630V3.1	
gene_c3_33710V3.1	
gene_c3_33810V3.1	
gene_c3_33830V3.1	
gene_c3_33910V3.1	
gene_c3_33930V3.1	gene_s112_23V2.1
gene_c3_33940V3.1	gene_s112_25V2.1
gene_c3_33941V3.1	gene_s112_25V2.1
gene_c3_33990V3.1	gene_s112_31V2.1
gene_c3_34000V3.1	gene_s112_32V2.1
gene_c3_3400V3.1	gene_s1_540V2.1
gene_c3_34050V3.1	gene_s112_37V2.1
gene_c3_340V3.1	gene_s1_207V2.1
gene_c3_34180V3.1	gene_s112_42V2.1;gene_s112_43V2.1
gene_c3_34200V3.1	gene_s112_45V2.1
gene_c3_3420V3.1	gene_s1_541V2.1;gene_s1_542V2.1
gene_c3_34210V3.1	gene_s112_47V2.1
gene_c3_34230V3.1	gene_s112_51V2.1
gene_c3_34250V3.1	gene_s112_53V2.1
gene_c3_34260V3.1	gene_s112_54V2.1
gene_c3_34263V3.1	gene_s112_54V2.1
gene_c3_3430V3.1	gene_s1_542V2.1
gene_c3_34330V3.1	
gene_c3_34339V3.1	
gene_c3_34350V3.1	
gene_c3_34370V3.1	
gene_c3_34380V3.1	
gene_c3_34390V3.1	gene_s112_61V2.1
gene_c3_3440V3.1	gene_s1_543V2.1
gene_c3_34440V3.1	gene_s112_64V2.1
gene_c3_34441V3.1	gene_s112_64V2.1
gene_c3_34460V3.1	gene_s112_67V2.1
gene_c3_3450V3.1	gene_s1_544V2.1
gene_c3_34520V3.1	gene_s112_75V2.1
gene_c3_34541V3.1	gene_s112_79V2.1
gene_c3_34560V3.1	gene_s112_83V2.1
gene_c3_34570V3.1	gene_s112_86V2.1
gene_c3_34580V3.1	gene_s112_85V2.1
gene_c3_34600V3.1	gene_s112_95V2.1
gene_c3_3460V3.1	gene_s1_546V2.1
gene_c3_34620V3.1	gene_s112_96V2.1
gene_c3_34630V3.1	gene_s112_99V2.1
gene_c3_34670V3.1	gene_s112_103V2.1;gene_s112_105V2.1
gene_c3_34700V3.1	gene_s112_113V2.1
gene_c3_34710V3.1	gene_s112_114V2.1
